Date,Year,County,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_square_feet,average_listing_price,total_listing_count,violent_crime_rate,30_Year_Fixed_Rate,Number_of_Schools,median_listing_price_mm,Number_of_Parks
2020-12,2020,Surry,219900,94,73,44,0,24,2219,338633,186,171.1,2.68,,-0.105915837,13
2020-12,2020,Swain,372450,85,113,12,0,4,2325,517973,112,455.7,2.68,,-0.0068,1
2020-12,2020,Transylvania,527000,154,87,36,0,24,2250,821094,259,141.7,2.68,,0.075510204,17
2020-12,2020,Tyrrell,190000,11,122,0,0,0,1210,242255,12,,2.68,,-0.214064116,0
2020-12,2020,Union,383400,244,47,144,36,32,2584,557750,508,264.3,2.68,,-0.017567955,130
2020-12,2020,Vance,175000,39,120,16,0,4,1678,262129,66,"1,108.10",2.68,,-0.144044999,15
2020-12,2020,Wake,419950,1755,54,1168,268,288,2490,547025,3059,262.8,2.68,,-0.000107144,1627
2020-12,2020,Warren,169750,16,67,4,0,4,2119,182060,26,297.7,2.68,,-0.191281563,1
2020-12,2020,Washington,189900,29,101,4,0,0,1979,227068,39,,2.68,,-0.025654182,9
2020-12,2020,Watauga,622350,265,72,64,4,32,2466,915792,480,91.6,2.68,,-0.038470452,44
2020-12,2020,Wayne,195950,108,47,64,0,20,1925,228065,256,484.8,2.68,,0.03693708,36
2020-12,2020,Wilkes,398800,95,101,28,0,20,2226,474619,193,244.4,2.68,,0.108085579,34
2020-12,2020,Wilson,217450,81,53,48,4,16,1993,301887,223,386.3,2.68,,0.160352188,70
2020-12,2020,Yadkin,179900,28,65,12,0,4,1895,320138,61,192.7,2.68,,0.064497041,4
2020-12,2020,Yancey,335750,168,129,20,0,8,1814,545392,221,74.9,2.68,,-0.037965616,4
2020-11,2020,Alamance,297300,315,34,312,24,92,2072,350751,782,505.5,2.77,,0.040394461,54
2020-11,2020,Alexander,359900,31,58,16,0,4,2187,477576,63,156.4,2.77,,0.090936647,25
2020-11,2020,Alleghany,298250,96,92,24,0,8,2106,349474,140,,2.77,,0.065559128,0
2020-11,2020,Anson,144895,20,92,4,0,4,1667,199279,38,751.2,2.77,,-0.026897246,3
2020-11,2020,Ashe,299450,126,75,32,0,4,1985,418363,213,147.5,2.77,,-0.0015005,5
2020-11,2020,Avery,319000,68,61,16,0,8,1965,719913,116,149.4,2.77,,-0.291111111,9
2020-11,2020,Beaufort,269700,110,90,40,0,20,2041,312384,196,,2.77,,-0.000741015,18
2020-11,2020,Bertie,120000,23,149,4,0,4,1647,251430,33,54.6,2.77,,0.212121212,10
2020-11,2020,Bladen,185950,46,147,8,0,4,1754,421391,71,540.2,2.77,,-0.069784892,9
2020-11,2020,Brunswick,349950,1105,64,500,72,268,2043,468998,2306,,2.77,,0.000142898,70
2020-11,2020,Buncombe,474700,792,72,312,20,220,2020,692899,1400,388.2,2.77,,-0.000631579,211
2020-11,2020,Burke,279950,103,64,52,0,12,2124,406678,194,293.7,2.77,,-0.017719298,118
2020-11,2020,Cabarrus,326950,241,32,240,20,80,2099,386557,524,132.7,2.77,,0.006309634,120
2020-11,2020,Caldwell,257400,81,57,52,4,16,2129,350869,160,148.8,2.77,,-0.046313449,85
2020-11,2020,Camden,339950,57,67,12,0,4,1890,361554,79,123.6,2.77,,0.046,9
2020-11,2020,Carteret,385000,443,87,156,8,68,1827,549751,902,219.8,2.77,,0,44
2020-11,2020,Caswell,224900,25,55,16,0,8,2034,363944,36,,2.77,,-0.042978723,37
2020-11,2020,Catawba,340700,226,39,152,4,56,2331,423450,425,,2.77,,0.032737193,65
2020-11,2020,Chatham,567000,204,60,68,8,24,3279,645150,297,250.7,2.77,,-0.038983051,90
2020-11,2020,Cherokee,279000,213,53,96,0,32,1938,322753,488,305.8,2.77,,0.014914514,2
2020-11,2020,Chowan,294000,57,90,12,0,8,2716,370756,93,466.7,2.77,,-0.048543689,4
2020-11,2020,Clay,349900,187,104,48,0,28,1880,496839,314,,2.77,,0.017151163,5
2020-11,2020,Cleveland,205000,90,37,80,0,20,1655,282363,205,342.3,2.77,,-0.108695652,38
2020-11,2020,Columbus,179500,90,94,24,0,16,1864,223725,139,,2.77,,0.025714286,5
2020-11,2020,Craven,238041,286,55,180,56,64,1961,315579,681,414.6,2.77,,0.017269231,63
2020-11,2020,Cumberland,213750,402,50,428,32,80,2012,251159,1382,948.9,2.77,,0.069284642,83
2020-11,2020,Currituck,432000,261,63,108,40,16,2637,701478,526,252.9,2.77,,0.006993007,3
2020-11,2020,Dare,537500,468,74,196,4,84,2300,698148,912,154.3,2.77,,-0.002782931,22
2020-11,2020,Davidson,232450,150,41,128,4,24,2177,283415,414,,2.77,,-0.031054606,126
2020-11,2020,Davie,238450,96,69,44,4,16,2492,369400,201,,2.77,,-0.204901634,9
2020-11,2020,Duplin,169950,56,91,12,0,4,1846,225852,113,209.9,2.77,,-0.149824912,9
2020-11,2020,Durham,378749,449,54,328,36,120,1944,491755,800,825.7,2.77,,0.004079955,412
2020-11,2020,Edgecombe,92450,52,55,20,0,8,1605,124846,100,"1,118.40",2.77,,0.027222222,83
2020-11,2020,Forsyth,313280,599,52,488,16,124,4738,402703,1753,912.5,2.77,,0.003202254,479
2020-11,2020,Franklin,317977,125,37,68,20,28,2180,320473,217,214.5,2.77,,0.059923333,58
2020-11,2020,Gaston,283500,302,37,292,52,80,1824,327662,645,523.5,2.77,,-0.001760563,99
2020-11,2020,Gates,185000,8,96,0,0,4,1826,176696,16,,2.77,,0.057142857,2
2020-11,2020,Graham,279500,57,104,12,0,0,1824,485499,75,,2.77,,-0.052542373,1
2020-11,2020,Granville,291995,69,50,32,0,8,1905,334850,101,278.7,2.77,,-0.026683333,63
2020-11,2020,Greene,124900,10,50,0,0,0,1706,124754,19,257.4,2.77,,0,23
2020-11,2020,Guilford,299250,691,48,592,20,188,2078,395121,2087,689.2,2.77,,-0.002167389,788
2020-11,2020,Halifax,123900,121,63,32,12,8,1504,251587,213,,2.77,,-0.127464789,20
2020-11,2020,Harnett,272450,278,47,188,8,44,2300,289677,598,,2.77,,-0.008912332,108
2020-11,2020,Haywood,399500,241,71,76,4,56,2265,581616,443,242.5,2.77,,0.024621698,26
2020-11,2020,Henderson,457500,358,80,128,16,88,2312,702032,658,,2.77,,0.016666667,104
2020-11,2020,Hertford,149950,33,96,4,0,0,1956,187856,44,318.5,2.77,,0.059717314,3
2020-11,2020,Hoke,230000,44,44,88,4,4,2100,219696,279,,2.77,,-0.087301587,24
2020-11,2020,Hyde,437500,36,123,4,0,0,1561,450919,45,,2.77,,0.01744186,0
2020-11,2020,Iredell,356950,379,57,236,104,80,2530,546352,778,310.4,2.77,,0.020148614,104
2020-11,2020,Jackson,524500,358,101,84,12,40,1926,837721,530,265.4,2.77,,0.049209842,13
2020-11,2020,Johnston,279433,405,39,272,88,68,2068,305444,795,168.3,2.77,,0.036664812,248
2020-11,2020,Jones,166000,11,115,0,0,4,1738,288793,23,,2.77,,-0.011904762,18
2020-11,2020,Lee,255000,100,41,72,0,24,2295,312259,320,127.5,2.77,,-0.055205632,22
2020-11,2020,Lenoir,162000,70,41,36,0,12,2057,196030,135,,2.77,,0,13
2020-11,2020,Lincoln,360337,216,55,84,16,28,2337,424766,377,232.4,2.77,,0.000936111,27
2020-11,2020,Macon,499500,284,64,60,0,44,1936,780966,392,106.7,2.77,,0.051578947,14
2020-11,2020,Madison,469111,70,83,28,0,4,2090,596462,112,100.8,2.77,,0.092225844,6
2020-11,2020,Martin,129700,33,96,8,0,8,2136,164233,50,,2.77,,0.0376,23
2020-11,2020,Mcdowell,351450,90,82,36,0,8,2108,444495,142,,2.77,,0.007020057,
2020-11,2020,Mecklenburg,434190,1798,43,1268,144,608,2201,629321,3719,759.6,2.77,,0.009755927,905
2020-11,2020,Mitchell,297000,74,73,20,0,4,2112,441781,128,,2.77,,-0.01,12
2020-11,2020,Montgomery,149000,11,31,8,0,4,1209,136118,23,313.8,2.77,,-0.062893082,10
2020-11,2020,Moore,343450,349,63,232,16,68,2482,435759,814,180,2.77,,-0.004492754,61
2020-11,2020,Nash,239900,137,43,100,4,20,2010,299529,313,,2.77,,0,64
2020-11,2020,New hanover,405950,792,57,444,32,220,2152,687584,1821,,2.77,,-0.021807229,
2020-11,2020,Northampton,245000,26,86,8,0,4,1949,399739,41,,2.77,,0.4,4
2020-11,2020,Onslow,240200,551,58,396,52,76,1811,349433,1735,231.7,2.77,,0.01564482,58
2020-11,2020,Orange,525000,196,49,100,8,40,2779,636454,351,170.1,2.77,,0.011560694,126
2020-11,2020,Pamlico,334900,94,104,16,0,12,1847,482242,131,210.2,2.77,,0,10
2020-11,2020,Pasquotank,225000,77,62,48,0,8,2004,254311,169,417.5,2.77,,-0.072929543,21
2020-11,2020,Pender,345750,218,58,120,12,28,2449,382975,485,,2.77,,0.017210944,50
2020-11,2020,Perquimans,348250,51,101,12,0,0,2382,386845,80,,2.77,,-0.00071736,4
2020-11,2020,Person,272500,49,53,20,0,8,2015,424020,85,329.9,2.77,,-0.221206059,9
2020-11,2020,Pitt,284700,189,46,136,24,44,2416,347698,664,364.6,2.77,,0.020795984,100
2020-11,2020,Polk,599000,95,103,32,0,8,2400,704304,163,,2.77,,0.052724077,40
2020-11,2020,Randolph,215000,120,37,120,4,32,2184,249206,370,,2.77,,0.075,90
2020-11,2020,Richmond,129000,69,71,28,0,12,1793,233817,118,659.6,2.77,,-0.007692308,15
2020-11,2020,Robeson,154900,93,71,48,4,20,1790,198366,191,"1,190.30",2.77,,0.046621622,47
2020-11,2020,Rockingham,187400,116,58,72,4,16,5130,276182,285,363.6,2.77,,0.013520822,73
2020-11,2020,Rowan,242900,192,44,100,4,52,1803,335831,407,364,2.77,,-0.011705733,119
2020-11,2020,Rutherford,287250,176,68,92,0,44,1695,407824,344,189.7,2.77,,-0.042180727,25
2020-11,2020,Sampson,260000,60,105,12,0,12,2663,411693,103,371.9,2.77,,-0.018867925,22
2020-11,2020,Scotland,201950,33,67,16,0,4,2100,195143,73,906.5,2.77,,-0.056308411,13
2020-11,2020,Stanly,284950,140,70,64,0,28,1946,393653,238,386.4,2.77,,0.017678571,22
2020-11,2020,Stokes,289450,51,119,16,0,8,4453,417766,105,,2.77,,-0.095185996,16
2020-11,2020,Surry,245950,103,59,48,0,28,2343,348037,190,171.1,2.77,,-0.046705426,13
2020-11,2020,Swain,375000,94,97,16,0,12,2400,519236,118,455.7,2.77,,0.139817629,1
2020-11,2020,Transylvania,490000,170,79,60,0,28,2124,793065,294,141.7,2.77,,-0.100917431,17
2020-11,2020,Tyrrell,241750,11,103,0,0,0,1696,248132,14,,2.77,,-0.256153846,0
2020-11,2020,Union,390256,281,50,228,44,56,2618,556299,620,264.3,2.77,,0.000348611,130
2020-11,2020,Vance,204450,46,90,20,0,12,1821,334325,78,"1,108.10",2.77,,-0.144560669,15
2020-11,2020,Wake,419995,2057,50,1392,268,544,2506,543018,3628,262.8,2.77,,-0.011776471,1627
2020-11,2020,Warren,209900,17,42,4,0,0,2335,314108,27,297.7,2.77,,-0.153287616,1
2020-11,2020,Washington,194900,25,209,0,0,0,2074,243084,39,,2.77,,0.026329647,9
2020-11,2020,Watauga,647250,285,67,132,4,40,2655,936348,527,91.6,2.77,,0.044456995,44
2020-11,2020,Wayne,188970,129,38,100,8,32,1865,213930,296,484.8,2.77,,0.049833333,36
2020-11,2020,Wilkes,359900,110,87,40,0,20,2040,459389,208,244.4,2.77,,0.002506964,34
2020-11,2020,Wilson,187400,95,42,92,0,16,1988,283738,249,386.3,2.77,,-0.136007377,70
2020-11,2020,Yadkin,169000,25,47,20,0,8,1814,283874,64,192.7,2.77,,-0.034285714,4
2020-11,2020,Yancey,349000,178,137,28,0,24,1782,544640,248,74.9,2.77,,-0.002857143,4
2020-10,2020,Alamance,285757,340,32,356,32,80,2086,341812,614,505.5,2.83,,-0.045338224,54
2020-10,2020,Alexander,329900,35,44,20,0,8,2204,418412,70,156.4,2.83,,0.101686425,25
2020-10,2020,Alleghany,279900,111,83,36,0,12,2116,332281,154,,2.83,,-0.055986509,0
2020-10,2020,Anson,148900,23,70,8,0,8,1634,206880,44,751.2,2.83,,0.087655223,3
2020-10,2020,Ashe,299900,134,76,48,0,24,1893,413472,233,147.5,2.83,,-0.141917024,5
2020-10,2020,Avery,450000,80,91,28,0,16,2144,881422,132,149.4,2.83,,-0.076923077,9
2020-10,2020,Beaufort,269900,120,107,52,0,28,2121,317022,226,,2.83,,-0.038646483,18
2020-10,2020,Bertie,99000,25,141,4,0,4,1564,240318,32,54.6,2.83,,0.047619048,10
2020-10,2020,Bladen,199900,50,187,8,0,4,1850,423559,78,540.2,2.83,,0.010106114,9
2020-10,2020,Brunswick,349900,1123,67,556,112,248,2062,479913,2429,,2.83,,-0.014366197,70
2020-10,2020,Buncombe,475000,856,69,400,44,304,2088,699315,1510,388.2,2.83,,0.027027027,211
2020-10,2020,Burke,285000,98,51,64,0,52,2050,377779,180,293.7,2.83,,0.02739726,118
2020-10,2020,Cabarrus,324900,234,38,256,44,92,2272,390989,546,132.7,2.83,,-0.004595588,120
2020-10,2020,Caldwell,269900,83,44,56,0,24,2130,335559,163,148.8,2.83,,-0.02703677,85
2020-10,2020,Camden,325000,61,49,32,0,4,1890,357529,85,123.6,2.83,,0.01079215,9
2020-10,2020,Carteret,385000,474,84,224,32,80,1884,546423,959,219.8,2.83,,0,44
2020-10,2020,Caswell,235000,27,81,8,0,0,1960,374021,38,,2.83,,-0.020425177,37
2020-10,2020,Catawba,329900,203,37,188,24,72,2336,430747,428,,2.83,,0.064193548,65
2020-10,2020,Chatham,590000,216,68,88,4,56,3293,668747,340,250.7,2.83,,-0.015756241,90
2020-10,2020,Cherokee,274900,215,59,124,0,56,1852,316512,531,305.8,2.83,,0.102024454,2
2020-10,2020,Chowan,309000,66,108,16,0,8,2546,419110,106,466.7,2.83,,-0.062926459,4
2020-10,2020,Clay,344000,227,107,64,0,56,1763,474620,343,,2.83,,-0.006498195,5
2020-10,2020,Cleveland,230000,89,30,64,0,20,1800,311722,199,342.3,2.83,,0.031852849,38
2020-10,2020,Columbus,175000,86,87,28,0,12,1820,217603,137,,2.83,,0.116783663,5
2020-10,2020,Craven,234000,283,63,196,28,60,2042,312878,683,414.6,2.83,,-0.018411084,63
2020-10,2020,Cumberland,199900,433,45,484,28,116,1950,243294,1442,948.9,2.83,,-0.078589537,83
2020-10,2020,Currituck,429000,323,78,148,24,32,2644,668318,634,252.9,2.83,,-0.004409376,3
2020-10,2020,Dare,539000,479,74,208,12,96,2300,694247,940,154.3,2.83,,0,22
2020-10,2020,Davidson,239900,147,39,160,4,52,2674,295244,305,,2.83,,-0.001893033,126
2020-10,2020,Davie,299900,99,77,76,0,36,2793,390135,146,,2.83,,0.190079365,9
2020-10,2020,Duplin,199900,62,69,28,0,8,2000,236225,113,209.9,2.83,,-0.017690418,9
2020-10,2020,Durham,377210,461,53,348,64,148,1881,473983,872,825.7,2.83,,0.019762098,412
2020-10,2020,Edgecombe,90000,52,56,32,0,8,1512,117297,99,"1,118.40",2.83,,-0.076923077,83
2020-10,2020,Forsyth,312280,662,48,564,52,200,3608,398951,1086,912.5,2.83,,0.008884438,479
2020-10,2020,Franklin,300000,142,28,120,12,32,2109,318671,233,214.5,2.83,,0.000166694,58
2020-10,2020,Gaston,284000,333,39,296,88,104,1947,321080,698,523.5,2.83,,0.005665722,99
2020-10,2020,Gates,175000,15,83,4,0,0,1800,185950,21,,2.83,,-0.054054054,2
2020-10,2020,Graham,295000,58,95,8,0,4,1824,491677,77,,2.83,,0.047027507,1
2020-10,2020,Granville,300000,62,65,40,8,16,1939,364851,105,278.7,2.83,,-0.002460597,63
2020-10,2020,Greene,124900,12,44,4,0,4,1905,110183,18,257.4,2.83,,0.259072581,23
2020-10,2020,Guilford,299900,754,39,728,64,188,2050,396980,1328,689.2,2.83,,-0.086773286,788
2020-10,2020,Halifax,142000,113,77,44,0,16,1641,285929,220,,2.83,,-0.053333333,20
2020-10,2020,Harnett,274900,279,50,204,32,44,2300,294804,617,,2.83,,0.002132585,108
2020-10,2020,Haywood,389900,269,68,140,4,100,2172,548656,495,242.5,2.83,,0.015364583,26
2020-10,2020,Henderson,450000,398,72,212,8,120,2350,673677,717,,2.83,,-0.016285933,104
2020-10,2020,Hertford,141500,37,136,8,0,0,1870,166844,47,318.5,2.83,,-0.028826356,3
2020-10,2020,Hoke,252000,50,29,88,12,4,2100,247814,284,,2.83,,-0.001268231,24
2020-10,2020,Hyde,430000,37,98,0,0,0,1561,424626,46,,2.83,,0.061728395,0
2020-10,2020,Iredell,349900,413,43,240,156,92,2478,533345,827,310.4,2.83,,-0.01868674,104
2020-10,2020,Jackson,499900,402,99,108,12,52,1897,799098,600,265.4,2.83,,0.118970341,13
2020-10,2020,Johnston,269550,404,46,300,64,56,1997,302459,847,168.3,2.83,,-0.016043366,248
2020-10,2020,Jones,168000,17,120,4,0,8,1673,272377,24,,2.83,,-0.16,18
2020-10,2020,Lee,269900,105,42,124,16,28,2296,314022,328,127.5,2.83,,-0.00917768,22
2020-10,2020,Lenoir,162000,52,49,40,0,8,2095,197178,132,,2.83,,0.102040816,13
2020-10,2020,Lincoln,360000,233,46,132,108,60,2378,429972,416,232.4,2.83,,-0.006759553,27
2020-10,2020,Macon,475000,310,50,124,0,48,1902,772243,449,106.7,2.83,,0.037117904,14
2020-10,2020,Madison,429500,69,78,20,0,12,2110,534660,109,100.8,2.83,,0.076980943,6
2020-10,2020,Martin,125000,36,93,12,0,8,2075,166619,54,,2.83,,-0.034749035,23
2020-10,2020,Mcdowell,349000,95,66,36,4,20,2225,464627,171,,2.83,,-0.014124294,
2020-10,2020,Mecklenburg,429995,1986,42,1680,272,756,2230,624847,3929,759.6,2.83,,-0.009228111,905
2020-10,2020,Mitchell,300000,90,58,20,0,28,2112,421232,144,,2.83,,0.011804384,12
2020-10,2020,Montgomery,159000,11,90,8,0,0,1303,184283,23,313.8,2.83,,-0.036363636,10
2020-10,2020,Moore,345000,380,57,220,36,68,2500,441790,863,180,2.83,,0.000144949,61
2020-10,2020,Nash,239900,143,37,116,12,20,2004,301694,336,,2.83,,0.038191064,64
2020-10,2020,New hanover,415000,816,56,524,80,236,2240,677136,1947,,2.83,,0.03775944,
2020-10,2020,Northampton,175000,23,106,12,0,0,2006,346091,43,,2.83,,-0.163679809,4
2020-10,2020,Onslow,236500,570,53,524,52,96,1828,348131,1771,231.7,2.83,,-0.005884826,58
2020-10,2020,Orange,519000,216,57,148,8,68,2778,623077,370,170.1,2.83,,0.017746838,126
2020-10,2020,Pamlico,334900,96,104,24,0,8,1949,480150,131,210.2,2.83,,-0.029275362,10
2020-10,2020,Pasquotank,242700,86,67,56,0,4,2147,255500,170,417.5,2.83,,-0.019195797,21
2020-10,2020,Pender,339900,214,67,100,32,36,2423,376625,493,,2.83,,-0.003956044,50
2020-10,2020,Perquimans,348500,61,86,12,0,4,2356,380953,94,,2.83,,0.010144928,4
2020-10,2020,Person,349900,51,32,36,0,20,2164,440854,91,329.9,2.83,,0.249866048,9
2020-10,2020,Pitt,278900,196,45,232,28,44,2400,337906,706,364.6,2.83,,0.001616089,100
2020-10,2020,Polk,569000,109,99,36,0,16,2195,663013,192,,2.83,,0.139139139,40
2020-10,2020,Randolph,200000,121,36,136,8,44,2507,246810,239,,2.83,,-0.069551058,90
2020-10,2020,Richmond,130000,71,58,32,0,8,1670,230320,140,659.6,2.83,,-0.133044348,15
2020-10,2020,Robeson,148000,114,65,40,0,28,1750,191818,224,"1,190.30",2.83,,-0.013004335,47
2020-10,2020,Rockingham,184900,117,57,84,4,24,4896,264717,213,363.6,2.83,,-0.168053993,73
2020-10,2020,Rowan,245777,203,38,148,12,72,1961,331644,440,364,2.83,,0.048536689,119
2020-10,2020,Rutherford,299900,180,92,84,0,40,1826,430105,383,189.7,2.83,,-0.149219858,25
2020-10,2020,Sampson,265000,62,77,12,0,8,2617,412662,98,371.9,2.83,,0.019622932,22
2020-10,2020,Scotland,214000,38,45,16,0,8,2100,206398,80,906.5,2.83,,0.044157111,13
2020-10,2020,Stanly,280000,147,75,68,4,36,2074,390065,252,386.4,2.83,,0.089494163,22
2020-10,2020,Stokes,319900,55,100,28,4,12,4453,447447,93,,2.83,,0.023843815,16
2020-10,2020,Surry,258000,99,50,48,0,40,2343,345541,152,171.1,2.83,,0.116883117,13
2020-10,2020,Swain,329000,102,93,24,0,12,2182,486229,119,455.7,2.83,,-0.039416058,1
2020-10,2020,Transylvania,545000,189,70,72,4,36,2330,840620,327,141.7,2.83,,-0.026785714,17
2020-10,2020,Tyrrell,325000,11,80,0,0,0,1210,263073,18,,2.83,,-0.006116208,0
2020-10,2020,Union,390120,333,38,308,84,108,2698,559470,705,264.3,2.83,,-0.02975739,130
2020-10,2020,Vance,239000,44,60,12,0,12,1970,349769,78,"1,108.10",2.83,,-0.15248227,15
2020-10,2020,Wake,425000,2333,50,1752,320,664,2560,544710,3985,262.8,2.83,,0.000235349,1627
2020-10,2020,Warren,247900,13,67,12,0,0,2369,362050,24,297.7,2.83,,0.559119497,1
2020-10,2020,Washington,189900,28,171,8,0,4,2008,229559,46,,2.83,,-0.023399331,9
2020-10,2020,Watauga,619700,296,68,140,8,48,2738,905660,604,91.6,2.83,,0.046790541,44
2020-10,2020,Wayne,180000,114,46,116,4,20,1976,212798,309,484.8,2.83,,-0.054870045,36
2020-10,2020,Wilkes,359000,130,81,64,0,16,1992,442176,201,244.4,2.83,,-0.073548387,34
2020-10,2020,Wilson,216900,86,50,72,4,24,2240,327091,263,386.3,2.83,,-0.076824856,70
2020-10,2020,Yadkin,175000,26,62,20,0,8,3405,303802,47,192.7,2.83,,-0.197210881,4
2020-10,2020,Yancey,350000,177,138,36,4,20,1803,532319,263,74.9,2.83,,-0.002849003,4
2020-09,2020,Alamance,299328,363,36,332,24,112,2251,348284,662,505.5,2.89,,0.042954704,54
2020-09,2020,Alexander,299450,62,20,24,0,12,2164,365505,109,156.4,2.89,,0.13,25
2020-09,2020,Alleghany,296500,107,103,36,0,12,2206,344028,165,,2.89,,0.005084746,0
2020-09,2020,Anson,136900,25,64,12,0,4,1460,185157,41,751.2,2.89,,0.053085024,3
2020-09,2020,Ashe,349500,139,95,64,0,16,2067,436703,260,147.5,2.89,,-0.001428571,5
2020-09,2020,Avery,487500,91,91,20,0,8,2534,921480,146,149.4,2.89,,0.026315789,9
2020-09,2020,Beaufort,280750,139,92,40,0,36,2138,320425,236,,2.89,,0.08439552,18
2020-09,2020,Bertie,94500,26,146,0,0,0,1733,214518,35,54.6,2.89,,-0.045454545,10
2020-09,2020,Bladen,197900,60,175,12,0,8,1700,271810,90,540.2,2.89,,-0.057170081,9
2020-09,2020,Brunswick,355000,1166,67,612,172,256,2075,471699,2497,,2.89,,0.000803462,70
2020-09,2020,Buncombe,462500,870,73,444,32,256,2112,685958,1506,388.2,2.89,,0.028006224,211
2020-09,2020,Burke,277400,113,32,60,0,24,1938,381899,208,293.7,2.89,,0.02778807,118
2020-09,2020,Cabarrus,326400,272,31,312,24,120,2244,385775,596,132.7,2.89,,0.026737968,120
2020-09,2020,Caldwell,277400,138,20,60,0,24,2127,329514,269,148.8,2.89,,-0.026666667,85
2020-09,2020,Camden,321530,56,63,16,0,4,1890,336657,79,123.6,2.89,,-0.010676923,9
2020-09,2020,Carteret,385000,500,95,204,36,72,1920,547445,1000,219.8,2.89,,0,44
2020-09,2020,Caswell,239900,26,78,8,0,12,1637,362117,42,,2.89,,-0.0404,37
2020-09,2020,Catawba,310000,312,23,180,4,64,2192,405351,688,,2.89,,-0.060321309,65
2020-09,2020,Chatham,599445,220,73,100,4,52,3363,658836,338,250.7,2.89,,0.033525862,90
2020-09,2020,Cherokee,249450,228,57,132,8,44,1768,287324,561,305.8,2.89,,0.043723849,2
2020-09,2020,Chowan,329750,68,186,20,0,4,2509,432313,100,466.7,2.89,,-0.027286136,4
2020-09,2020,Clay,346250,247,110,52,4,32,1763,483650,382,,2.89,,0.022895126,5
2020-09,2020,Cleveland,222900,84,27,84,8,16,1800,307295,195,342.3,2.89,,0.042075736,38
2020-09,2020,Columbus,156700,86,79,28,4,20,1850,206321,138,,2.89,,-0.014465409,5
2020-09,2020,Craven,238389,299,73,152,28,88,2021,309202,730,414.6,2.89,,0.01875641,63
2020-09,2020,Cumberland,216950,467,46,472,52,108,2046,245575,1476,948.9,2.89,,-0.013863636,83
2020-09,2020,Currituck,430900,386,85,168,92,20,2633,628664,690,252.9,2.89,,0.030511166,3
2020-09,2020,Dare,539000,485,76,224,12,68,2384,678276,964,154.3,2.89,,0.021800948,22
2020-09,2020,Davidson,240355,159,28,156,4,56,2625,282573,308,,2.89,,-0.071271252,126
2020-09,2020,Davie,252000,97,79,60,4,20,2297,378194,149,,2.89,,-0.159719907,9
2020-09,2020,Duplin,203500,63,100,20,0,12,2280,246910,105,209.9,2.89,,-0.070776256,9
2020-09,2020,Durham,369900,504,48,400,56,160,1920,450099,906,825.7,2.89,,0.015260471,412
2020-09,2020,Edgecombe,97500,50,68,28,0,4,1566,125830,92,"1,118.40",2.89,,0.084538376,83
2020-09,2020,Forsyth,309530,675,53,540,56,168,4642,400012,1142,912.5,2.89,,-0.03241638,479
2020-09,2020,Franklin,299950,144,58,76,40,12,2100,314816,232,214.5,2.89,,0.047311453,58
2020-09,2020,Gaston,282400,320,41,284,72,108,1888,308977,701,523.5,2.89,,0.008571429,99
2020-09,2020,Gates,185000,12,60,4,0,0,1792,206445,17,,2.89,,0.057142857,2
2020-09,2020,Graham,281750,63,81,20,0,8,2129,486121,84,,2.89,,-0.124728176,1
2020-09,2020,Granville,300740,62,55,36,20,12,1935,356017,104,278.7,2.89,,0.010924737,63
2020-09,2020,Greene,99200,6,76,4,0,0,1624,95971,17,257.4,2.89,,-0.205764612,23
2020-09,2020,Guilford,328396,755,55,760,32,256,2338,416672,1351,689.2,2.89,,-0.031280236,788
